cites,authors,title,year,source,publisher,abstract,text
9,"F Inchausti, A MacBeth, I Hasson-Ohayon, G Dimaggio",Telepsychotherapy in the age of COVID-19: A commentary.,2020,,psycnet.apa.org,"This is a commentary on 15 articles addressing some of the major emergent challenges in provision of mental health services during the COVID-19 pandemic crisis, offering telepsychology as a viable and elegant solution to maintaining psychotherapy within and ??","Telepsychotherapy in the age of COVID-19: A commentary. This is a commentary on 15 articles addressing some of the major emergent challenges in provision of mental health services during the COVID-19 pandemic crisis, offering telepsychology as a viable and elegant solution to maintaining psychotherapy within and ??"
9,TA Ghebreyesus,Safeguard research in the time of COVID-19,2020,Nature Medicine,nature.com,Organization Director-General Tedros Adhanom Ghebreyesus declared COVID-19 a pandemic. The announcement prompted governments to intensify their regional-and country-level responses in the following weeks. In the absence of a vaccine or approved drugs ??,Safeguard research in the time of COVID-19 Organization Director-General Tedros Adhanom Ghebreyesus declared COVID-19 a pandemic. The announcement prompted governments to intensify their regional-and country-level responses in the following weeks. In the absence of a vaccine or approved drugs ??
9,"SL Seneviratne, V Abeysuriya, S De Mel??",Favipiravir in COVID-19,2020,International Journal of ??,ijpsat.es,"Abstract The SARS-Cov-2 virus, emerged in December 2019 in Wuhan, China and has now spread to all parts of the world. Many research groups are carrying out intense research on drugs and vaccines to treat or prevent Covid-19. We have outlined aspects relating to ??","Favipiravir in COVID-19 Abstract The SARS-Cov-2 virus, emerged in December 2019 in Wuhan, China and has now spread to all parts of the world. Many research groups are carrying out intense research on drugs and vaccines to treat or prevent Covid-19. We have outlined aspects relating to ??"
9,"N Rabiee, M Rabiee, M Bagherzadeh, N Rezaei",COVID-19 and picotechnology: Potential opportunities,2020,Medical hypotheses,Elsevier,"Humanity's challenges are becoming increasingly difficult, and as these challenges become more advanced, the need for effective and intelligent action becomes more apparent. Meanwhile, the novel coronavirus disease (COVID-19) pandemic, which has plagued the ??","COVID-19 and picotechnology: Potential opportunities Humanity's challenges are becoming increasingly difficult, and as these challenges become more advanced, the need for effective and intelligent action becomes more apparent. Meanwhile, the novel coronavirus disease (COVID-19) pandemic, which has plagued the ??"
8,"RP Walensky, DP McQuillen, S Shahbazi??",Where is the ID in COVID-19?,2020,Annals of internal ??,acpjournals.org,"Background: The coronavirus disease 2019 (COVID-19) pandemic has challenged all of medicine. However, in recent weeks, the nation's need for more infectious disease (ID) expertise has become a clear focal point. As the virus swept across the country, distress over ??","Where is the ID in COVID-19? Background: The coronavirus disease 2019 (COVID-19) pandemic has challenged all of medicine. However, in recent weeks, the nation's need for more infectious disease (ID) expertise has become a clear focal point. As the virus swept across the country, distress over ??"
8,C Aleci,COVID-19 and Opthalmologists,2020,Neuro Ophthalmol Vis Neurosci,researchgate.net,"Dear Colleagues, Italy, where I currently reside, is a country where the global health threat of COVID-19 has spread with particular virulence. The increasing number of cases has lead public authorities to stress about the mode of transmission of the disease via droplets in ??","COVID-19 and Opthalmologists Dear Colleagues, Italy, where I currently reside, is a country where the global health threat of COVID-19 has spread with particular virulence. The increasing number of cases has lead public authorities to stress about the mode of transmission of the disease via droplets in ??"
8,"TL Hedrick, BP Murray, RS Hagan??",COVID-19: clean up on IL-6,2020,American journal of ??,atsjournals.org,"The emergence of SARS-CoV-2 represents the latest threat to global health security, and the pressure to identify effective therapeutics during this pandemic is immense. This stress has led to the use of unproven therapies with greater than minimal risk. One example is the use ??","COVID-19: clean up on IL-6 The emergence of SARS-CoV-2 represents the latest threat to global health security, and the pressure to identify effective therapeutics during this pandemic is immense. This stress has led to the use of unproven therapies with greater than minimal risk. One example is the use ??"
8,"AA Arechar, D Rand",Turking in the time of COVID,2020,,psyarxiv.com,"Abstract On March 16 2020, President Trump introduced strict social distancing guidelines for the United States, in an effort to stem the spread of the COVID-19 pandemic. This had an immediate major effect on the job market, with millions of Americans forced to find alternative ??","Turking in the time of COVID Abstract On March 16 2020, President Trump introduced strict social distancing guidelines for the United States, in an effort to stem the spread of the COVID-19 pandemic. This had an immediate major effect on the job market, with millions of Americans forced to find alternative ??"
7,S Sismondo,COVID-19,2020,,journals.sagepub.com,"I am sitting at home, working in relative isolation, probably like most readers of this. It feels odd to be putting out a regular issue of Social Studies of Science, when the effects of and reactions to COVID-19 are in the process of shutting down much of North America and ??","COVID-19 I am sitting at home, working in relative isolation, probably like most readers of this. It feels odd to be putting out a regular issue of Social Studies of Science, when the effects of and reactions to COVID-19 are in the process of shutting down much of North America and ??"
5,JL Callahan,Introduction to the special issue on telepsychotherapy in the age of COVID-19.,2020,Journal of Psychotherapy Integration,psycnet.apa.org,Delivery of psychotherapy has rapidly changed as a function of physical distancing recommendations by the World Health Organization that aim to slow transmission of COVID-19 during a global pandemic. A consequent need for rapid infusion of psychological science ??,Introduction to the special issue on telepsychotherapy in the age of COVID-19. Delivery of psychotherapy has rapidly changed as a function of physical distancing recommendations by the World Health Organization that aim to slow transmission of COVID-19 during a global pandemic. A consequent need for rapid infusion of psychological science ??
125,"M Ciotti, S Angeletti, M Minieri, M Giovannetti??",COVID-19 outbreak: an overview,2019,Chemotherapy,karger.com,"Background: In late December 2019, Chinese health authorities reported an outbreak of pneumonia of unknown origin in Wuhan, Hubei Province. Summary: A few days later, the genome of a novel coronavirus was released (http://virological. org/t/novel-2019-coronavirus ??","COVID-19 outbreak: an overview Background: In late December 2019, Chinese health authorities reported an outbreak of pneumonia of unknown origin in Wuhan, Hubei Province. Summary: A few days later, the genome of a novel coronavirus was released (http://virological. org/t/novel-2019-coronavirus ??"
11,N Suganthan,Covid-19,2019,,repo.jfn.ac.lk,"Coronaviruses infect both humans and animals. Since the 1960s, globally endemic human coronaviruses have been identified as frequent causes of respiratory infections such as the common cold and responsible for all 10-20% of respiratory tract infection in adults. A novel ??","Covid-19 Coronaviruses infect both humans and animals. Since the 1960s, globally endemic human coronaviruses have been identified as frequent causes of respiratory infections such as the common cold and responsible for all 10-20% of respiratory tract infection in adults. A novel ??"
13,L Syaipudin,Efektifitas Media Komunikasi di Tengah Pandemi: Respon Gugus Tugas Percepatan Penanganan Covid-19 Kabupaten Tulungagung,2019,Kalijaga Journal of Communication,core.ac.uk,"Komunikasi massa memiliki peranan yang strategis dalam menanggapi berbagai persoalan yang ada. Bahkan, komunikasi massa dapat menjadi salah satu bentuk edukasi dini yang langsung menyasar terahadap masyarakat luas dengan efektif dan efisien. Bahasan utama ??","Efektifitas Media Komunikasi di Tengah Pandemi: Respon Gugus Tugas Percepatan Penanganan Covid-19 Kabupaten Tulungagung Komunikasi massa memiliki peranan yang strategis dalam menanggapi berbagai persoalan yang ada. Bahkan, komunikasi massa dapat menjadi salah satu bentuk edukasi dini yang langsung menyasar terahadap masyarakat luas dengan efektif dan efisien. Bahasan utama ??"
13,CA Jasmine,Impacts of Covid-19 on Company and Efforts to Support Organization Adaptable,2019,"Dr. David F. Rico, PMP, ACP, CSM",papers.ssrn.com,"Today the economic impact caused by Pandemic COVID-19 has enormous influence. Many business sectors were chaosted by the COVID-19 pandemic, inevitably they had to cut their employees' salaries or even lay them off. The tourism sector was the hardest hit and felt the ??","Impacts of Covid-19 on Company and Efforts to Support Organization Adaptable Today the economic impact caused by Pandemic COVID-19 has enormous influence. Many business sectors were chaosted by the COVID-19 pandemic, inevitably they had to cut their employees' salaries or even lay them off. The tourism sector was the hardest hit and felt the ??"
8,M Materassi,Some fractal thoughts about the COVID-19 infection outbreak,2019,"Chaos, Solitons & Fractals: X",Elsevier,"Some ideas are presented about a geometric motivation of the apparent capacity of generalized logistic equations to describe the outbreak of quite many epidemics, possibly including that of the COVID-19 infection. This interpretation pivots on the complex, possibly ??","Some fractal thoughts about the COVID-19 infection outbreak Some ideas are presented about a geometric motivation of the apparent capacity of generalized logistic equations to describe the outbreak of quite many epidemics, possibly including that of the COVID-19 infection. This interpretation pivots on the complex, possibly ??"
20,"P Kumar, L Morawska",Could fighting airborne transmission be the next line of defence against COVID-19 spread?,2019,City and environment interactions,Elsevier,"Abstract The World Health Organization declared the infectious spread of SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) an epidemic during its initial outbreak in Wuhan (China) and has since declared it a pandemic and, more recently, an endemic ??","Could fighting airborne transmission be the next line of defence against COVID-19 spread? Abstract The World Health Organization declared the infectious spread of SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) an epidemic during its initial outbreak in Wuhan (China) and has since declared it a pandemic and, more recently, an endemic ??"
13,"RA Okyay, AR Sahin, RA Aguinada, AM Tasdogan",Why are children less affected by COVID-19? Could there be an overlooked bacterial co-infection?,2019,Pediatrics,researchgate.net,"As it is known, there is a pandemic that is growing rapidly and affecting almost the entire world, including Turkey. Following the announcement of the isolation of a new type of Coronavirus (SARS CoV-2) by the Chinese government on January 7, 2020, as of March 15 ??","Why are children less affected by COVID-19? Could there be an overlooked bacterial co-infection? As it is known, there is a pandemic that is growing rapidly and affecting almost the entire world, including Turkey. Following the announcement of the isolation of a new type of Coronavirus (SARS CoV-2) by the Chinese government on January 7, 2020, as of March 15 ??"
11,"H Leite, T Gruber, IR Hodgkinson",Flattening the infection curve?Cunderstanding the role of telehealth in managing COVID-19,2019,Leadership in Health Services,emerald.com,"Purpose This paper aims to discuss the strategic role of telehealth technologies in managing the COVID-19 pandemic. Design/methodology/approach This is a viewpoint paper, based on opportune information published and discussed by scholars and managers from different ??","Flattening the infection curve?Cunderstanding the role of telehealth in managing COVID-19 Purpose This paper aims to discuss the strategic role of telehealth technologies in managing the COVID-19 pandemic. Design/methodology/approach This is a viewpoint paper, based on opportune information published and discussed by scholars and managers from different ??"
8,"G Abuselidze, A Slobodianyk",Pandeconomic crisis and its impact on small open economies: a case study of COVID-19,2019,Energy Management of Municipal ??,Springer,"In the beginning of 2020, prevalence of coronavirus pandemic in the global world has raised an issue of replacing the existing economy with an alternative economy?Cpandeconomic (pandemic+ economy), which unlike traditional economies will reduce environmental risks ??","Pandeconomic crisis and its impact on small open economies: a case study of COVID-19 In the beginning of 2020, prevalence of coronavirus pandemic in the global world has raised an issue of replacing the existing economy with an alternative economy?Cpandeconomic (pandemic+ economy), which unlike traditional economies will reduce environmental risks ??"
6,"M Shalaby, M Sakoury, M Rabei, A Alzayani??",Covid-19 Pandemic Era,2019,,academia.edu,"In December 2019, an outbreak of Novel beta coronavirus, named Novel CORONAVIRUS (SARS-COV-2) in Wuhan city, Hubei province, China. The worldwide epidemic affecting all ages and more than six million infections. The Coronavirus (Covid-19) manifestations ??","Covid-19 Pandemic Era In December 2019, an outbreak of Novel beta coronavirus, named Novel CORONAVIRUS (SARS-COV-2) in Wuhan city, Hubei province, China. The worldwide epidemic affecting all ages and more than six million infections. The Coronavirus (Covid-19) manifestations ??"
20,"L Dietz, PF Horve, DA Coil, M Fretz, JA Eisen??",novel coronavirus (COVID-19) pandemic: built environment considerations to reduce transmission. mSystems 5: e00245-20,2019,,researchgate.net,"With the rapid spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) that results in coronavirus disease 2019 (COVID-19), corporate entities, federal, state, county, and city governments, universities, school districts, places of worship, prisons, health ??","novel coronavirus (COVID-19) pandemic: built environment considerations to reduce transmission. mSystems 5: e00245-20 With the rapid spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) that results in coronavirus disease 2019 (COVID-19), corporate entities, federal, state, county, and city governments, universities, school districts, places of worship, prisons, health ??"
62,"R Arag??n-Nogales, I Vargas-Almanza??",COVID-19 por SARS-CoV-2: la nueva emergencia de salud,2019,Revista mexicana de ??,scielo.org.mx,"Los coronavirus se encuentran ampliamente distribuidos e infectan humanos, mam??feros y aves, pueden ocasionar enfermedades respiratorias, ent??ricas, hep??ticas y neurol??gicas. De acuerdo con el Comit?? Internacional de Taxonom??a de Virus, pertenecen al orden ??","COVID-19 por SARS-CoV-2: la nueva emergencia de salud Los coronavirus se encuentran ampliamente distribuidos e infectan humanos, mam??feros y aves, pueden ocasionar enfermedades respiratorias, ent??ricas, hep??ticas y neurol??gicas. De acuerdo con el Comit?? Internacional de Taxonom??a de Virus, pertenecen al orden ??"
8,"S Vafaei, M Razmi, M Mansoori??","Spotlight of Remdesivir in comparison with ribavirin, Favipiravir, Oseltamivir and Umifenovir in coronavirus disease 2019 (COVID-19) pandemic",2019,?? and Umifenovir in ??,papers.ssrn.com,"nCoV pandemic has influenced on millions of people's life across the world, which is caused severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) or coronavirus disease 2019 (COVID-19). Today, no effective treatment exists; however, scientists are endeavoring ??","Spotlight of Remdesivir in comparison with ribavirin, Favipiravir, Oseltamivir and Umifenovir in coronavirus disease 2019 (COVID-19) pandemic nCoV pandemic has influenced on millions of people's life across the world, which is caused severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) or coronavirus disease 2019 (COVID-19). Today, no effective treatment exists; however, scientists are endeavoring ??"
10,CM R??os-Gonz??lez,"Implicancias del COVID-19, una nueva enfermedad producida por coronavirus",2019,Medicina Cl??nica y Social,medicinaclinicaysocial.org,"El 31 de diciembre de 2019, China notific?? un grupo de casos de neumon??a en personas asociadas con el mercado mayorista de mariscos Huanan en Wuhan, provincia de Hubei (1). El 7 de enero de 2020, las autoridades sanitarias chinas confirmaron que este grupo ??","Implicancias del COVID-19, una nueva enfermedad producida por coronavirus El 31 de diciembre de 2019, China notific?? un grupo de casos de neumon??a en personas asociadas con el mercado mayorista de mariscos Huanan en Wuhan, provincia de Hubei (1). El 7 de enero de 2020, las autoridades sanitarias chinas confirmaron que este grupo ??"
18,"M Mohammadi, M Meskini??",2019 Novel coronavirus (COVID-19) overview,2019,Journal of Public ??,Springer,"Novel coronaviruses (CoVs) are zoonotic pathogens, but the first human-to-human transmission has been reported. CoVs have the best known genome of all RNA viruses, and mutations in the genome have now been found. A pneumonia of unknown cause detected in ??","2019 Novel coronavirus (COVID-19) overview Novel coronaviruses (CoVs) are zoonotic pathogens, but the first human-to-human transmission has been reported. CoVs have the best known genome of all RNA viruses, and mutations in the genome have now been found. A pneumonia of unknown cause detected in ??"
4,"MAL Maciel, MCB dos Santos, MB Cruz??",Viol??ncia dom??stica (contra a mulher) no brasil em tempos de pandemia (covid-19),2019,Revista Brasileira de ??,periodicos.ufpa.br,"A pandemia da Covid-19 (Corona Virus Disease 2019), causada pelo corona v??rus (SARS-CoV-2) j?? registra casos em quase todo o mundo. A Covid-19 ?? uma doen?a respirat??ria de alto potencial de cont??gio. Diante desse quadro de amea?a ?? sa??de global, governos t??m ??","Viol??ncia dom??stica (contra a mulher) no brasil em tempos de pandemia (covid-19) A pandemia da Covid-19 (Corona Virus Disease 2019), causada pelo corona v??rus (SARS-CoV-2) j?? registra casos em quase todo o mundo. A Covid-19 ?? uma doen?a respirat??ria de alto potencial de cont??gio. Diante desse quadro de amea?a ?? sa??de global, governos t??m ??"
10,"AM Alqudah, S Qazan, H Alquran??",COVID-2019 detection using X-ray images and artificial intelligence hybrid systems,2019,?? Signal and Image ??,researchgate.net,ABSTRACT COVID-19 leads to a severe respiratory symptom and it is associated with highly Intensive Care Unit (ICU) admissions and death. Early diagnosis with coronavirus leads to limit its wide-spreading. Real-time reverse transcription-polymerase chain reaction (RT ??,COVID-2019 detection using X-ray images and artificial intelligence hybrid systems ABSTRACT COVID-19 leads to a severe respiratory symptom and it is associated with highly Intensive Care Unit (ICU) admissions and death. Early diagnosis with coronavirus leads to limit its wide-spreading. Real-time reverse transcription-polymerase chain reaction (RT ??
11,"N Shariatifar, E Molaee-aghaee",Novel Coronavirus 2019 (COVID?\19): Important tips on food safety,2019,Journal of Food ??,publish.kne-publishing.com,Coronaviruses include viruses that cause colds and seasonal flu. COVID-19 belongs to the Coronaviruses family that causes acute respiratory involvement. Diseases such as Severe Acute Respiratory Syndrome (SARS) and Middle Eastern Respiratory Syndrome (MERS) ??,Novel Coronavirus 2019 (COVID?\19): Important tips on food safety Coronaviruses include viruses that cause colds and seasonal flu. COVID-19 belongs to the Coronaviruses family that causes acute respiratory involvement. Diseases such as Severe Acute Respiratory Syndrome (SARS) and Middle Eastern Respiratory Syndrome (MERS) ??
23,"MK Daga, N Kumar, J Aarthi??",From SARS-CoV to coronavirus disease 2019 (COVID-19)-A brief review,2019,?? in Medicine (E ??,medical ??,"Emerging and reemerging pathogens are global challenges for public health. For the third time in as many decades, a zoonotic coronavirus has crossed species to infect human populations. Given the Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV) ??","From SARS-CoV to coronavirus disease 2019 (COVID-19)-A brief review Emerging and reemerging pathogens are global challenges for public health. For the third time in as many decades, a zoonotic coronavirus has crossed species to infect human populations. Given the Severe Acute Respiratory Syndrome Coronavirus (SARS-CoV) ??"
5,"BB Agarwal, N Agarwal","Quo vadis COVID responder?CBeat the chinese virus, carpe diem",2019,Indian Journal of Colo-Rectal Surgery,ijcrsonweb.org,"Coronavirus disease 2019 (COVID-19) has obliterated the geographical, cultural, racial, occupational, and economical barriers to our privileged sense of well-being. The virus poses an existential risk, reminding us of our universal connectedness. It has exhorted us to introspect ??","Quo vadis COVID responder?CBeat the chinese virus, carpe diem Coronavirus disease 2019 (COVID-19) has obliterated the geographical, cultural, racial, occupational, and economical barriers to our privileged sense of well-being. The virus poses an existential risk, reminding us of our universal connectedness. It has exhorted us to introspect ??"
3,"M Kaushik, N Guleria",Employee relations and engagement during covid-19,2019,EMPLOYEE RELATIONS,johnfoundation.com,"The period of COVID-19 brings some positivity in a few domains while some negativity in other domains of life of an employee. So, the present study is about employee relations and engagement which have affected by the COVID-19 period. The productivity of an employee ??","Employee relations and engagement during covid-19 The period of COVID-19 brings some positivity in a few domains while some negativity in other domains of life of an employee. So, the present study is about employee relations and engagement which have affected by the COVID-19 period. The productivity of an employee ??"
2,"SB Marahatta, S Paudel, SB Marahatta",Tackling COVID-19 in Nepal: Opportunities and Challenges,2019,genome,researchgate.net,The COVID-19 pandemic has become a global challenge that has driven nations to take some extreme measures in an attempt to prevent outbreaks and save lives. The scientific communities are trying their best to understand the activities of SARS CoV-2 virus to target ??,Tackling COVID-19 in Nepal: Opportunities and Challenges The COVID-19 pandemic has become a global challenge that has driven nations to take some extreme measures in an attempt to prevent outbreaks and save lives. The scientific communities are trying their best to understand the activities of SARS CoV-2 virus to target ??
7,"T Ahmad, AJ Rodriguez-Morales",Emergence of COVID-19 (formerly 2019-novel Coronavirus): a new threat from China,2019,Revista Panamericana de ??,revistas.utp.edu.co,"Coronaviruses cause diseases in birds, mammals, and humans, and were first identified in the mid-1960s (Lee, 2015; Bande et al., 2015; CDC, 2020). These viruses are named for the crown-like spikes on their surface (CDC, 2020). Based on the classification of the ??","Emergence of COVID-19 (formerly 2019-novel Coronavirus): a new threat from China Coronaviruses cause diseases in birds, mammals, and humans, and were first identified in the mid-1960s (Lee, 2015; Bande et al., 2015; CDC, 2020). These viruses are named for the crown-like spikes on their surface (CDC, 2020). Based on the classification of the ??"
6,"M Philip, S Lakhtakia, R Aggarwal??","?? Association for Study of the Liver (INASL) for Gastroenterologists and Gastrointestinal Endoscopists on the prevention, care, and management of patients with COVID ??",2019,Journal of Digestive ??,thieme-connect.com,"Background Coronavirus disease 2019 (COVID-19), which is caused by infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2, known also as novel coronavirus 2019), is currently occurring as a pandemic. It first appeared in December 2019 ??","?? Association for Study of the Liver (INASL) for Gastroenterologists and Gastrointestinal Endoscopists on the prevention, care, and management of patients with COVID ?? Background Coronavirus disease 2019 (COVID-19), which is caused by infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2, known also as novel coronavirus 2019), is currently occurring as a pandemic. It first appeared in December 2019 ??"
5,"N Woznitza, SS Hare, A Nair",Covid-19 pandemic: Summary of current and emerging issues for radiographers,2019,Work,sor.org,"Radiographers, in particular, are crucial patient-facing staff who will play a key role. Guidance and recommendations are fluid and rapidly changing as evidence emerges and evolves. It is essential that imaging departments, including radiographers, radiologists and ??","Covid-19 pandemic: Summary of current and emerging issues for radiographers Radiographers, in particular, are crucial patient-facing staff who will play a key role. Guidance and recommendations are fluid and rapidly changing as evidence emerges and evolves. It is essential that imaging departments, including radiographers, radiologists and ??"
2,A Talaiekhozani,A Short Communication on COVID-19 Outbreak,2019,Journal of Infertility and Reproductive Biology,jirb.dormaj.com,"Abstract Coronavirus disease 2019 (COVID-19) is a new strain of coronavirus species which has been firstly appeared in Wuhan city, China. Thanks the genetic science a rapid diagnostic tests specific for the COVID-19 has been developed that can be used to detect ??","A Short Communication on COVID-19 Outbreak Abstract Coronavirus disease 2019 (COVID-19) is a new strain of coronavirus species which has been firstly appeared in Wuhan city, China. Thanks the genetic science a rapid diagnostic tests specific for the COVID-19 has been developed that can be used to detect ??"
3,"HAZ Rony, ST Awal",University Teachers' Training on Online Teaching-Learning using Online Platform during COVID-19: A Case Study,2019,Bangladesh Education Journal,bafed.net,Online teaching-learning training for the teachers of higher education is a timely demand in this new challenging situation of COVID-19 pandemic lockdown. This study is conducted to explore the changes of perception of the faculty members of university after the online ??,University Teachers' Training on Online Teaching-Learning using Online Platform during COVID-19: A Case Study Online teaching-learning training for the teachers of higher education is a timely demand in this new challenging situation of COVID-19 pandemic lockdown. This study is conducted to explore the changes of perception of the faculty members of university after the online ??
3,"R Djefaflia, D Lerari, K Bachari",Covid-19 and nanoform zinc oxide interaction: A forcite module of materials studio software study,2019,Clay Research,indianjournals.com,"[Znic oxide is a commonly occurring mineral in soils. Soil is also ultimate sink for engineered nano-ZnO. In view of Covid-19 Pandemic and that nano-ZnO is reported to have damaged or destroyed genetic make-ups in living cells in plants, this paper has been commissioned to ??","Covid-19 and nanoform zinc oxide interaction: A forcite module of materials studio software study [Znic oxide is a commonly occurring mineral in soils. Soil is also ultimate sink for engineered nano-ZnO. In view of Covid-19 Pandemic and that nano-ZnO is reported to have damaged or destroyed genetic make-ups in living cells in plants, this paper has been commissioned to ??"
2,"RE Verdiner, CG Choukalas, S Siddiqui??",COVID?CActivated Emergency Scaling of Anesthesiology Responsibilities Intensive Care Unit,2019,Anesthesia & ??,ingentaconnect.com,"In response to the rapidly evolving coronavirus disease 2019 (COVID-19) pandemic and the potential need for physicians to provide critical care services, the American Society of Anesthesiologists (ASA) has collaborated with the Society of Critical Care Anesthesiologists ??","COVID?CActivated Emergency Scaling of Anesthesiology Responsibilities Intensive Care Unit In response to the rapidly evolving coronavirus disease 2019 (COVID-19) pandemic and the potential need for physicians to provide critical care services, the American Society of Anesthesiologists (ASA) has collaborated with the Society of Critical Care Anesthesiologists ??"
5,TI Sulaiman,The first 40-days experience and clinical outcomes in the management of coronavirus covid-19 crisis. Single center preliminary study.,2019,Journal of the Faculty of Medicine Baghdad,iqjmc.uobaghdad.edu.iq,"Background: The World Health Organization (WHO) has announced that coronavirus covid-19 is a pandemic. The first case of covid-19 was confirmed in Iraq on the 24 th of February 2020, which was of an international student who travelled recently to Iraq. This review is the ??","The first 40-days experience and clinical outcomes in the management of coronavirus covid-19 crisis. Single center preliminary study. Background: The World Health Organization (WHO) has announced that coronavirus covid-19 is a pandemic. The first case of covid-19 was confirmed in Iraq on the 24 th of February 2020, which was of an international student who travelled recently to Iraq. This review is the ??"
3,"A Salman, S Alper, N Atakan??",Recommendations on the use of systemic treatments for urticaria and atopic dermatitis during the COVID-19 pandemic: Statement of Dermatoallergy Working Group of ??,2019,?? Turkish Archives of ??,covid19.elsevierpure.com,"In: Turkderm Turkish Archives of Dermatology and Venereology, Vol. 54, No. 2, 01.12.2019.","Recommendations on the use of systemic treatments for urticaria and atopic dermatitis during the COVID-19 pandemic: Statement of Dermatoallergy Working Group of ?? In: Turkderm Turkish Archives of Dermatology and Venereology, Vol. 54, No. 2, 01.12.2019."
5,"C ?ahan, EA ?zg??r, G Arkan??",COVID-19 Pandemisi'nde meslek hastal??? tan? k?lavuzu,2019,?? ve Meslek ??,korona.hasuder.org.tr,"2 TC Sa?l?k Bakanl??? COVID-19 Rehberi'nde 3 de?il iki grup vard?r: Olas? vaka, Kesin vaka. Bakanl?k rehberi DS?'n??n ???pheli vaka tan?m?n? neredeyse birebir alm?? ancak buna olas? vaka demi?tir. DS? rehberindeki olas? vaka tan?m?na kar??l?k gelen bir kavram TC SB ??","COVID-19 Pandemisi'nde meslek hastal??? tan? k?lavuzu 2 TC Sa?l?k Bakanl??? COVID-19 Rehberi'nde 3 de?il iki grup vard?r: Olas? vaka, Kesin vaka. Bakanl?k rehberi DS?'n??n ???pheli vaka tan?m?n? neredeyse birebir alm?? ancak buna olas? vaka demi?tir. DS? rehberindeki olas? vaka tan?m?na kar??l?k gelen bir kavram TC SB ??"
1,M Goyal,Strategies and avenues for COVID-19?CAyurveda perception,2019,Ayu,ncbi.nlm.nih.gov,"Man has been facing many challenges from its existence; among them, issues related to health preservation and coping up with new diseases seems to be most concerned. To maintain quality of life and to live a long life that too without illness is a dream of every ??","Strategies and avenues for COVID-19?CAyurveda perception Man has been facing many challenges from its existence; among them, issues related to health preservation and coping up with new diseases seems to be most concerned. To maintain quality of life and to live a long life that too without illness is a dream of every ??"
2,"P Filippo, V Elisa, F Valentina, B Alida??",Severe asthma at COVID-19 time: what's new on biologic therapies,2019,Panminerva ??,researchgate.net,This document is protected by international copyright laws. No additional reproduction is authorized. It is permitted for personal use to download and save only one file and print only one copy of this Article. It is not permitted to make additional copies (either sporadically or ??,Severe asthma at COVID-19 time: what's new on biologic therapies This document is protected by international copyright laws. No additional reproduction is authorized. It is permitted for personal use to download and save only one file and print only one copy of this Article. It is not permitted to make additional copies (either sporadically or ??
1,"S Ike, C Ikechi, J Rait, A Shah","COVID-19: Adapting to change, general surgery at a district general hospital in the United Kingdom",2019,Journal of Perioperative ??,journals.sagepub.com,"The Coronavirus pandemic has caused major change across the world and in the National Health Service. In order to cope and help limit contagion, numerous institutions recognised the need to adjust clinical practice quickly yet safely. In this paper, we aim to describe the ??","COVID-19: Adapting to change, general surgery at a district general hospital in the United Kingdom The Coronavirus pandemic has caused major change across the world and in the National Health Service. In order to cope and help limit contagion, numerous institutions recognised the need to adjust clinical practice quickly yet safely. In this paper, we aim to describe the ??"
1,"MN Hegde, S Qaiser, ND Hegde",Clinical protocols in dental practice: Post-COVID-19,2019,Journal of Conservative Dentistry,jcd.org.in,"The COVID-19 pandemic, still on the growth curve, has had a devastating effect on the dental health sector for the past 3 months. This has become an area of enormous concern for the dentists professionally and the patients in terms of dental health. Dentistry at this point ??","Clinical protocols in dental practice: Post-COVID-19 The COVID-19 pandemic, still on the growth curve, has had a devastating effect on the dental health sector for the past 3 months. This has become an area of enormous concern for the dentists professionally and the patients in terms of dental health. Dentistry at this point ??"
4,"O Memiko?lu, V Gen?",COV?D-19,2019,"E-Kitap, Ankara ?niversitesi Bas?mevi (Ed ??",researchgate.net,"Bu ??r??nde yer alan bilgiler T?p Fak??ltesi ??rencileri ve lisansl? t?bbi ?al??anlar i?in kaynak olarak sunulmu?tur. Bu ??r??n profesyonel t?bbi kararlar?n e?leni?i veya yede?i de?ildir. ?la?lar?n veya ba?ka kimyasallar?n re?ete edildi?i durumlarda, tavsiye edilen dozunu, ilac?n ??","COV?D-19 Bu ??r??nde yer alan bilgiler T?p Fak??ltesi ??rencileri ve lisansl? t?bbi ?al??anlar i?in kaynak olarak sunulmu?tur. Bu ??r??n profesyonel t?bbi kararlar?n e?leni?i veya yede?i de?ildir. ?la?lar?n veya ba?ka kimyasallar?n re?ete edildi?i durumlarda, tavsiye edilen dozunu, ilac?n ??"
